"content","date","Type_of_communication","link","title"
"Prescription drugs should be used only under the supervision of a healthcare professional. N-desmethyl tadalafil is an unauthorized substance similar to tadalafil, a prescription drug used to treat erectile dysfunction. N-desmethyl tadalafil may pose similar health risks as tadalafil. Tadalafil should...","
                                        2017-03-28                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62814a-eng.php","Foreign Product Alert: CA NI Slim BELLANCE, Chao Jimengnan Super Powerful Man, Goldreallas Original, Goldreallas XXX, Impeous Man, Lean Extreme Max, Old Chinese, Platinum Max Strength Blue Pill Version, Platinum Weight Loss Solution, Shenjingpian, Slimming Plus Advanced, XtraHRD, X-treme Beauty Slim, Zhen Gongfu"
"PureCare Herbal Cream   Product was tested and found to contain undeclared clobetasol propionate (adrenocortical hormone listed on the Prescription Drug List) and phenoxyethanol.  Consumers and individuals part of an in-person distribution network.    PureCare Herbal Cream No market authorization Cream...","
									2017-03-26								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62932r-eng.php","PureCare Herbal Cream"
"Anastrozole is a prescription drug used to treat postmenopausal women with breast cancer. It should be used only under the supervision of a doctor experienced in the use of cancer drugs. Anastrozole should not be used by pregnant or breast-feeding women, and should not be used by premenopausal women...","
                                        2017-03-21                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62728a-eng.php","Unauthorized products seized from EPCA Shipping Inc. in Richmond, British Columbia, may pose serious health risks"
"ACT Oxycodone CR (2017-03-15) Affected Products  A. ACT Oxycodone CR 5 mg B. ACT Oxycodone CR 10 mg C. ACT Oxycodone CR 20 mg D. ACT Oxycodone CR 40 mg E. ACT Oxycodone CR 80 mg  Affected lot may contain incorrect strength.  Retailers British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec,...","
									2017-03-15								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62758r-eng.php","ACT Oxycodone CR (2017-03-15)"
"...","
									2017-03-13								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62946r-eng.php","Infacol (2017-03-13)"
"According to GSK Consumer Healthcare Inc., consumers should follow the dosing instructions listed on the label. Do not drink directly from the bottle. Pour the syrup into a teaspoon and check for the plastic seal before consuming.  Consult with your health care professional if you have used these products...","
                                        2017-03-09                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62546a-eng.php","Buckley's syrups recalled due to potential choking hazard"
"...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62760r-eng.php","Tiamol Cream 0.05% (2017-03-08)"
"Recall of Cannabis for Medical Purposes - Aphria Introduction  On March 8, 2017, Aphria, a licensed producer of cannabis for medical purposes located in Ontario, began a voluntary recall of one lot of dried marijuana under a Type III recall. The affected lot number can be found below.  On March 8, 2017,...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62620r-eng.php","Recall of Cannabis for Medical Purposes - Aphria"
"Buckley's Night Time Mixture (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley's Night Time Mixture DIN 2230939 Liquid Menthol 22 mg/5 mL Diphenhydramine HCl 12.5 mg/5mL...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62592r-eng.php","Buckley's Night Time Mixture (2017-03-08)"
"Buckley's Original Mixture (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley's Original Mixture NPN 02239538 Liquid Ammonium carbonate 153 mg/5 mL Potassium bicarbonate 267 mg/5mL Menthol...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62590r-eng.php","Buckley's Original Mixture (2017-03-08)"
"Buckley's Cough, Mucus & Phlegm (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley's Cough, Mucus & Phlegm DIN 02346451 Liquid Menthol 10 mg/5 mL Guaifenesin 100 mg/5mL...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62588r-eng.php","Buckley's Cough, Mucus & Phlegm (2017-03-08)"
"Buckley's Cough Chest Congestion (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley's Cough Chest Congestion DIN 02289164 Liquid Menthol 10 mg/5 mL Guaifenesin 100 mg/5mL...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62586r-eng.php","Buckley's Cough Chest Congestion (2017-03-08)"
"Buckley's Complete Plus Mucus Relief Extra-Strength (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley's Complete Plus Mucus Relief Extra-Strength DIN 02357232 Liquid Acetaminophen 325...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62582r-eng.php","Buckley's Complete Plus Mucus Relief Extra-Strength (2017-03-08)"
"Buckley Complete (2017-03-08)   Seals of affected lots may be defective and fall into bottles leading to a potential choking hazard.  Wholesalers and retailers across Canada    Buckley Complete DIN 2279703 Liquid Acetaminophen 325 mg/5mL Menthol 20 mg/5 mL...","
									2017-03-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62580r-eng.php","Buckley Complete (2017-03-08)"
"Prescription drugs should be used only under the supervision of a healthcare professional. Phenolphthalein was previously used as a laxative but is no longer authorized for sale in Canada because it may cause cancer. Additional side effects include decreased blood pressure, skin rash and gastrointestinal...","
                                        2017-03-08                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62518a-eng.php","Foreign Product Alert: 90° Jiushidu Capsules, African Viagra, Big Penis Male Sexual Stimulant, Black Mamba 2 Premium, Bl4ck 4K Capsules, Black 3K Plus Male Sexual Enhancement Capsules, Duramaxxx, Megajex Natural Male Sex Enhancer Dietary Supplement, Power Male Sexual Stimulant, Queen Slimming Soft Gel, Rhino 5 1500 Capsules, Rhino 7K 9000 Male Performance Booster, Rhino 8 Platinum 8000, Rhino 9 Premium 3500, Triple Green Capsules, VIP Bio Mangosteen Complex"
"Environ-cool peels LACMs (2017-03-02) Affected Products  A. Environ-cool peel LACM 1 B. Environ-cool peel LACM 2 C. Environ-cool peel LACM 3 D. Environ-cool peel LACM 4  Products sold without market authorization (DIN) in Canada. Products contain a medicinal ingredient (lactic acid pH < 3.0) listed on...","
									2017-03-02								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62494r-eng.php","Environ-cool peels LACMs (2017-03-02)"
"PMS-Propofol (2017-02-17)   These batches are recalled due to contamination by foreign particles.  Wholesalers and pharmacies in Canada    PMS-Propofol DIN 02244379 Emulsion 10mg/mL...","
									2017-02-17								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62278r-eng.php","PMS-Propofol (2017-02-17)"
"Stop use of the product and get medical help right away if you experience serious skin reactions such as pain, swelling or blistering.  Know that all topical pain relievers containing menthol, methyl salicylate or capsaicin produce a warming or cooling sensation where they are applied. They should not...","
									2017-02-13								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62178a-eng.php","Health Canada safety review finds risk of serious skin burns with over-the-counter topical pain relievers containing menthol"
"Lorazepam 0.5 mg (2017-02-09)   Out of specification result for Organic Impurity - USP Related Compound C during stability testing.  Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Prince Edward Island, Quebec and Saskatchewan.    Lorazepam 0.5 mg DIN 02351072 Tablet 0.5...","
									2017-02-09								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62300r-eng.php","Lorazepam 0.5 mg (2017-02-09)"
"Teva-Lorazepam 1 mg (2017-02-09)   Out of specification result for Organic Impurity - USP Related Compound C during stability testing.  Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Ontario, Quebec and Saskatchewan.   , Teva-Lorazepam 1 mg, DIN 00637742 Tablet 1 mg...","
									2017-02-09								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62296r-eng.php","Teva-Lorazepam 1 mg (2017-02-09)"
"Teva-Lorazepam 0.5 mg (2017-02-09)   Out of specification result for Organic Impurity - USP Related Compound C during stability testing.  Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Ontario, Quebec and Saskatchewan.    Teva-Lorazepam 0.5 mg  DIN 00711101 Tablet 0.5...","
									2017-02-09								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62294r-eng.php","Teva-Lorazepam 0.5 mg (2017-02-09)"
"Animal PM (2017-01-31)   Product sold without market authorization (DIN) and labelled to contain an active ingredient listed on the prescription drug list (L-dopa; levodopa)  Retailers - BC, AB, SK, ON, NS, PEI    Animal PM No market authorization Powder Not available...","
									2017-01-31								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62492r-eng.php","Animal PM (2017-01-31)"
"Tc-MDP-21 (2017-01-30)   Sterility testing did not meet specifications for the affected lots.  University of Alberta    Tc-MDP-21 No market authorization Liquid 1.5 Gbq / ml (124278) Tc - Medronate...","
									2017-01-30								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62314r-eng.php","Tc-MDP-21 (2017-01-30)"
"18 F- Fluorodeoxyglucose (2017-01-30)   Sterility testing did not meet specifications for the affected lots.  University of Alberta    18 F- Fluorodeoxyglucose No market authorization Liquid 50.5 Gbq (F01917) FluGlucoScan Injection...","
									2017-01-30								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62306r-eng.php","18 F- Fluorodeoxyglucose (2017-01-30)"
"Cloxacillin Sodium 2000 mg for injection (2017-01-27)   Out of trend result for potency during stability testing.  Wholesaler, retailer, hospitals, pharmacies; Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Ontario, Quebec, Saskatchewan    Cloxacillin Sodium 2000 mg for...","
									2017-01-27								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62164r-eng.php","Cloxacillin Sodium 2000 mg for injection (2017-01-27)"
"Cloxacillin Sodium 1000 mg for injection (2017-01-27)   Out of trend result for potency during stability testing.  Wholesaler, retailer, hospitals, pharmacies; Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Ontario, Quebec, Saskatchewan    Cloxacillin Sodium 1000 mg for...","
									2017-01-27								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62162r-eng.php","Cloxacillin Sodium 1000 mg for injection (2017-01-27)"
"Cloxacillin Sodium 500 mg for injection (2017-01-27)   Out of trend result for potency during stability testing.  Wholesaler, retailer, hospitals, pharmacies; Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland, Nova Scotia, Ontario, Quebec, Saskatchewan    Cloxacillin Sodium 500 mg for...","
									2017-01-27								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2017/62160r-eng.php","Cloxacillin Sodium 500 mg for injection (2017-01-27)"
